Model,Manufacturer,Pollution_CO2_g_per_pax_km,Passenger_Capacity,Units_Manufactured,Manufacturing_Country,Country_of_Origin,Year_First_Made,Range_km,Wingspan_m,Engine_Count,Engine_Type,Max_Speed_kph,Length_m,Height_m
MJ448,Mitsubishi,251.01,238,1852,Japan,Japan,1963,14786,75.95,4,Turboprop,837,49.1,20.9
BD177,Bombardier,185.25,174,250,Canada,Canada,1986,8161,51.17,4,Turbofan,923,51.49,9.15
B581,Boeing,287.99,208,1205,USA,USA,1990,8222,34.93,4,Turbofan,901,38.03,22.35
A913,Airbus,356.43,119,215,France,France,1987,14486,74.24,4,Turboprop,831,45.2,20.75
A786,Airbus,92.77,507,278,France,France,1950,8837,61.55,4,Turbojet,992,47.65,6.82
TU804,Tupolev,140.51,407,1417,Russia,Russia,2001,10965,50.07,2,Turbojet,891,50.04,8.84
MJ235,Mitsubishi,160.3,843,658,Japan,Japan,1979,11244,61.79,2,Turbofan,872,29.96,16.15
C260,Comac,466.53,707,947,China,China,2000,13301,41.1,4,Turbofan,879,48.36,16.99
A595,Airbus,174.39,437,990,France,France,1952,11270,46.11,4,Turbojet,917,26.51,15.3
EM785,Embraer,332.41,211,1894,Brazil,Brazil,1968,3291,28.22,2,Turboprop,913,39.43,21.35
BD856,Bombardier,496.92,346,431,Canada,Canada,1995,1776,79.23,2,Turbofan,831,38.23,17.68
MJ352,Mitsubishi,273.88,194,404,Japan,Japan,1977,5335,22.84,4,Turbofan,841,33.77,14.27
TU972,Tupolev,123.39,138,487,Russia,Russia,1952,7208,68.73,2,Turboprop,823,35.48,16.64
MJ854,Mitsubishi,285.41,542,568,Japan,Japan,2001,8024,79.49,2,Turbofan,804,74.36,22.46
EM771,Embraer,150.49,554,1459,Brazil,Brazil,1958,10638,78.49,4,Turbojet,842,59.98,16.87
EM266,Embraer,454.52,270,947,Brazil,Brazil,1952,3418,37.09,2,Turbojet,933,52.19,19.56
EM431,Embraer,450.57,670,280,Brazil,Brazil,2012,4508,64.6,4,Turboprop,895,49.77,19.0
A314,Airbus,440.46,331,1833,France,France,2009,4430,51.77,2,Turbofan,997,40.21,15.15
BD815,Bombardier,187.36,546,929,Canada,Canada,1972,6421,77.98,2,Turbofan,804,26.29,21.49
C421,Comac,363.66,577,1274,China,China,2019,12335,72.6,2,Turboprop,996,43.73,13.01
EM762,Embraer,89.92,594,965,Brazil,Brazil,1953,2741,69.51,2,Turbojet,871,67.91,8.26
A294,Airbus,343.88,167,837,France,France,2000,9943,68.75,4,Turbofan,904,50.65,21.89
C518,Comac,202.69,590,658,China,China,1959,6017,73.51,2,Turboprop,830,66.88,16.38
BD455,Bombardier,77.08,516,109,Canada,Canada,1980,9876,23.0,4,Turboprop,979,60.25,15.05
C767,Comac,184.36,590,1879,China,China,1979,14774,34.53,2,Turbojet,977,40.4,10.42
B122,Boeing,93.6,716,896,USA,USA,2005,12474,24.91,4,Turboprop,898,49.17,23.75
MJ138,Mitsubishi,255.39,717,1883,Japan,Japan,2019,6862,66.18,4,Turboprop,935,72.6,22.4
A512,Airbus,149.37,413,691,France,France,1961,2286,73.64,4,Turboprop,811,35.77,22.7
C655,Comac,217.88,596,1261,China,China,1976,14564,78.56,4,Turbojet,883,45.98,19.97
B866,Boeing,244.72,767,331,USA,USA,1984,12277,60.85,2,Turbojet,955,42.04,16.29
A136,Airbus,119.96,158,245,France,France,1970,3470,61.69,2,Turbojet,801,40.22,16.16
B467,Boeing,414.63,831,1169,USA,USA,2017,14101,38.25,4,Turboprop,950,46.79,15.81
TU203,Tupolev,353.92,527,845,Russia,Russia,1963,5735,32.87,4,Turbojet,965,67.41,15.62
TU553,Tupolev,156.87,786,699,Russia,Russia,2018,3077,26.72,4,Turbojet,870,40.3,20.92
BD610,Bombardier,369.11,693,1555,Canada,Canada,2014,12698,61.63,4,Turbojet,912,57.1,6.2
B302,Boeing,66.93,71,1427,USA,USA,1980,2788,42.83,2,Turboprop,985,53.14,18.26
MJ566,Mitsubishi,391.33,731,886,Japan,Japan,1986,3452,78.51,4,Turboprop,984,62.14,18.78
MJ737,Mitsubishi,133.31,131,351,Japan,Japan,1982,3141,59.98,2,Turbojet,846,59.35,7.18
C936,Comac,138.69,229,1793,China,China,2017,5747,51.63,4,Turboprop,837,57.41,17.86
A715,Airbus,312.78,376,231,France,France,1972,7173,24.38,4,Turbojet,826,70.91,13.42
BD524,Bombardier,64.87,509,741,Canada,Canada,1967,4523,55.43,2,Turbojet,863,69.86,18.5
EM484,Embraer,242.86,513,374,Brazil,Brazil,2020,12168,76.1,2,Turboprop,902,58.0,12.05
BD531,Bombardier,205.89,320,1121,Canada,Canada,1953,7346,77.4,4,Turbofan,807,63.09,21.46
C917,Comac,196.07,227,928,China,China,1955,13035,44.01,2,Turbojet,816,52.4,23.73
EM405,Embraer,166.91,526,269,Brazil,Brazil,1971,4453,48.21,4,Turbojet,859,63.98,11.24
EM201,Embraer,147.37,595,124,Brazil,Brazil,2018,3054,51.22,2,Turboprop,998,30.97,17.5
TU518,Tupolev,104.52,465,242,Russia,Russia,1965,10379,66.61,2,Turbofan,827,35.36,11.79
A238,Airbus,405.7,728,352,France,France,1959,11150,72.94,4,Turbojet,807,27.56,7.92
A796,Airbus,136.21,796,1385,France,France,1956,9325,28.39,4,Turbofan,957,73.8,14.08
A228,Airbus,174.68,804,1682,France,France,2008,9828,28.51,4,Turbofan,899,28.42,13.75
A745,Airbus,200.53,760,268,France,France,2003,2711,67.58,4,Turbojet,927,48.17,17.56
BD351,Bombardier,364.45,135,480,Canada,Canada,1956,11176,32.88,4,Turboprop,945,62.03,9.41
TU689,Tupolev,438.06,379,1095,Russia,Russia,2001,4680,61.66,4,Turbofan,928,52.39,11.39
EM430,Embraer,241.84,426,1624,Brazil,Brazil,1965,2382,57.41,4,Turboprop,929,52.04,21.96
TU506,Tupolev,331.45,451,1432,Russia,Russia,1950,10656,45.08,2,Turbofan,912,33.4,18.22
EM147,Embraer,343.6,806,1966,Brazil,Brazil,1996,3248,55.21,4,Turbofan,811,62.4,20.5
MJ174,Mitsubishi,393.97,326,1749,Japan,Japan,1998,9320,24.24,2,Turboprop,800,65.41,14.68
MJ812,Mitsubishi,191.0,525,1030,Japan,Japan,1957,11993,39.39,4,Turbojet,837,57.58,12.25
MJ388,Mitsubishi,264.61,674,1219,Japan,Japan,1970,12775,26.1,4,Turbofan,901,41.53,18.0
MJ711,Mitsubishi,433.56,122,833,Japan,Japan,1979,7172,64.18,4,Turbojet,938,35.77,8.65
TU656,Tupolev,134.89,430,144,Russia,Russia,2016,14347,69.83,4,Turboprop,876,45.29,10.37
MJ976,Mitsubishi,70.67,808,1881,Japan,Japan,1985,11755,74.37,4,Turboprop,832,29.27,9.93
BD895,Bombardier,68.64,691,1154,Canada,Canada,1958,13006,69.39,4,Turbojet,841,51.51,21.94
BD557,Bombardier,423.48,689,355,Canada,Canada,2000,1730,65.53,2,Turbofan,987,54.07,19.66
MJ600,Mitsubishi,214.53,799,127,Japan,Japan,1972,12455,21.12,2,Turbofan,960,27.9,8.35
EM681,Embraer,311.44,739,1721,Brazil,Brazil,2018,11933,42.73,4,Turbofan,973,50.35,6.15
C217,Comac,228.93,684,311,China,China,1981,13937,43.87,2,Turboprop,993,29.13,22.27
B512,Boeing,304.02,105,203,USA,USA,1960,13199,44.96,4,Turbofan,951,27.93,13.82
MJ555,Mitsubishi,220.87,727,519,Japan,Japan,2020,13861,51.91,4,Turboprop,876,31.26,14.15
C939,Comac,198.68,330,1153,China,China,1994,13038,72.54,2,Turbojet,919,58.51,22.65
BD172,Bombardier,393.85,483,221,Canada,Canada,1997,8757,58.39,4,Turbojet,861,55.05,15.48
EM497,Embraer,236.33,395,1991,Brazil,Brazil,1991,10198,76.57,2,Turbofan,997,71.86,18.8
C982,Comac,352.47,518,1327,China,China,1959,8792,75.65,2,Turbojet,963,27.26,18.87
C388,Comac,416.78,72,138,China,China,2019,5055,35.64,2,Turbojet,974,29.74,20.73
EM135,Embraer,60.94,822,330,Brazil,Brazil,2020,8647,27.08,2,Turbojet,876,73.75,11.08
EM438,Embraer,421.61,573,1746,Brazil,Brazil,2002,5374,69.68,2,Turbojet,977,45.17,13.96
BD754,Bombardier,68.92,194,535,Canada,Canada,1987,5604,71.92,2,Turbojet,903,67.23,19.66
B579,Boeing,271.62,662,754,USA,USA,1971,11151,35.51,4,Turbofan,908,27.55,16.04
BD311,Bombardier,230.93,211,1216,Canada,Canada,1963,2112,45.01,2,Turboprop,940,62.15,18.84
EM665,Embraer,111.86,179,1900,Brazil,Brazil,1989,12023,69.49,2,Turbofan,868,57.49,19.59
BD706,Bombardier,264.58,515,923,Canada,Canada,1977,4766,77.37,4,Turbofan,980,26.04,19.93
B440,Boeing,473.48,792,1152,USA,USA,2007,11888,49.88,2,Turbojet,884,37.99,17.53
BD182,Bombardier,431.89,216,859,Canada,Canada,1958,2157,50.83,4,Turboprop,933,54.1,6.26
BD815,Bombardier,450.53,754,1263,Canada,Canada,1991,9073,30.64,2,Turbojet,833,37.9,13.57
EM330,Embraer,269.02,682,362,Brazil,Brazil,1983,14094,35.17,2,Turbofan,868,58.59,16.03
MJ736,Mitsubishi,450.23,322,73,Japan,Japan,2016,13063,46.81,4,Turbojet,976,58.94,18.89
TU961,Tupolev,192.38,690,1214,Russia,Russia,1994,7416,75.12,2,Turboprop,863,63.81,20.19
BD854,Bombardier,436.81,520,623,Canada,Canada,1961,5782,78.72,2,Turboprop,978,63.39,22.51
B639,Boeing,247.51,98,1717,USA,USA,1991,5117,53.0,4,Turbofan,968,40.88,20.74
EM563,Embraer,373.22,787,101,Brazil,Brazil,2007,9750,58.06,4,Turbojet,961,57.41,10.83
B316,Boeing,480.17,61,1970,USA,USA,1958,9480,39.46,2,Turbofan,954,50.52,15.79
BD403,Bombardier,401.3,686,1916,Canada,Canada,1969,8044,78.26,2,Turbofan,914,68.05,16.65
MJ998,Mitsubishi,472.04,69,404,Japan,Japan,2017,3798,42.63,2,Turbofan,801,57.47,14.59
B179,Boeing,482.46,618,621,USA,USA,1983,5577,55.16,4,Turbofan,899,40.15,9.42
B809,Boeing,51.87,327,442,USA,USA,1990,11996,47.75,2,Turbojet,977,34.32,16.06
EM936,Embraer,196.1,600,1776,Brazil,Brazil,1984,11817,37.28,4,Turbofan,862,67.17,12.02
EM768,Embraer,273.98,175,1098,Brazil,Brazil,2017,4334,78.7,2,Turbofan,918,41.39,16.37
MJ394,Mitsubishi,155.86,749,417,Japan,Japan,1966,8836,20.97,4,Turbojet,830,41.95,13.9
A954,Airbus,278.75,705,1880,France,France,1980,13513,25.98,2,Turbofan,937,57.55,9.24
BD406,Bombardier,307.55,774,368,Canada,Canada,1962,13241,30.25,2,Turbojet,993,70.68,12.27
MJ184,Mitsubishi,249.83,334,752,Japan,Japan,2000,13565,25.42,2,Turboprop,878,45.26,8.7
BD484,Bombardier,161.55,523,551,Canada,Canada,1951,14589,61.24,4,Turbojet,911,69.68,23.49
BD177,Bombardier,248.8,350,1556,Canada,Canada,2015,13499,47.13,4,Turbojet,928,25.08,7.45
B879,Boeing,346.95,368,1213,USA,USA,2009,2704,60.01,4,Turbojet,987,51.81,9.39
TU366,Tupolev,241.25,113,366,Russia,Russia,1957,10379,64.32,2,Turbojet,898,74.9,13.3
A827,Airbus,60.47,94,695,France,France,1986,6951,41.17,2,Turbojet,905,65.99,19.45
B668,Boeing,218.04,660,779,USA,USA,1986,12611,66.3,2,Turboprop,836,62.49,9.17
BD194,Bombardier,383.67,763,1532,Canada,Canada,1996,13111,31.03,2,Turbofan,903,68.55,17.16
TU957,Tupolev,96.61,446,832,Russia,Russia,2004,10397,74.12,2,Turbojet,943,73.11,18.29
BD148,Bombardier,181.9,578,1944,Canada,Canada,1986,3779,67.42,2,Turbofan,998,68.82,20.7
C657,Comac,400.92,123,380,China,China,1953,11844,76.78,4,Turboprop,968,44.43,19.98
B591,Boeing,276.76,518,160,USA,USA,1967,7172,33.13,2,Turboprop,828,55.71,20.07
TU460,Tupolev,215.43,831,1454,Russia,Russia,1962,10948,53.68,4,Turbofan,947,51.47,20.71
B254,Boeing,399.25,314,216,USA,USA,1960,9315,37.18,2,Turboprop,861,35.14,17.78
BD557,Bombardier,389.65,585,457,Canada,Canada,1969,2927,57.59,4,Turbofan,907,70.75,19.87
B204,Boeing,349.06,253,323,USA,USA,2006,14614,78.08,2,Turboprop,842,59.45,11.54
BD807,Bombardier,164.67,91,1869,Canada,Canada,1968,4076,31.03,4,Turboprop,981,30.24,8.79
EM338,Embraer,462.79,109,765,Brazil,Brazil,1974,3692,34.43,2,Turbojet,920,50.07,8.72
C371,Comac,477.72,235,749,China,China,2012,3130,33.89,2,Turbojet,813,64.22,6.28
C892,Comac,431.2,188,372,China,China,1999,11305,20.29,2,Turboprop,909,65.01,20.33
B947,Boeing,152.31,618,1791,USA,USA,1987,9072,63.79,4,Turboprop,858,35.38,9.31
MJ947,Mitsubishi,221.17,376,1604,Japan,Japan,1961,8277,36.01,4,Turbofan,944,27.85,9.77
MJ146,Mitsubishi,283.59,608,1243,Japan,Japan,1961,8774,30.83,2,Turbofan,837,63.45,15.86
EM879,Embraer,139.7,848,837,Brazil,Brazil,1958,13016,34.59,2,Turbofan,932,57.08,18.94
A907,Airbus,276.37,175,835,France,France,1998,3933,45.03,2,Turboprop,830,66.73,21.09
BD534,Bombardier,459.51,579,800,Canada,Canada,1986,8203,58.92,4,Turbojet,935,39.48,14.92
TU140,Tupolev,357.29,746,1959,Russia,Russia,1979,3410,32.9,4,Turbojet,871,67.38,22.41
TU435,Tupolev,315.71,191,1820,Russia,Russia,1951,4156,44.34,4,Turbojet,931,46.99,8.0
A314,Airbus,137.72,836,1545,France,France,2008,8875,28.62,2,Turbofan,812,25.55,17.01
TU436,Tupolev,445.48,331,306,Russia,Russia,1958,6801,76.93,4,Turboprop,934,46.76,8.52
B527,Boeing,74.16,623,641,USA,USA,1956,6965,68.06,4,Turbofan,813,41.77,15.76
B141,Boeing,152.43,390,645,USA,USA,1996,7292,74.54,4,Turbojet,866,42.57,22.2
B178,Boeing,345.58,230,1396,USA,USA,1987,7999,45.17,2,Turbofan,831,51.18,20.32
C630,Comac,172.76,128,175,China,China,1997,11121,58.43,2,Turbojet,934,67.97,12.09
BD276,Bombardier,302.39,819,1615,Canada,Canada,2015,13816,76.63,4,Turbojet,946,51.45,12.95
MJ212,Mitsubishi,492.48,549,1544,Japan,Japan,1972,5270,74.44,2,Turbofan,972,66.51,20.25
C200,Comac,213.17,312,1208,China,China,1961,12472,60.25,2,Turboprop,851,26.3,13.13
A271,Airbus,422.28,506,366,France,France,2017,5916,73.89,2,Turbofan,809,35.02,8.41
EM490,Embraer,251.88,465,1057,Brazil,Brazil,1983,10673,37.66,2,Turbofan,976,43.25,8.55
BD170,Bombardier,170.29,259,31,Canada,Canada,1977,9800,28.9,4,Turboprop,836,54.44,17.48
B797,Boeing,211.47,508,1818,USA,USA,2006,11641,31.3,2,Turbofan,918,50.99,21.89
C967,Comac,263.3,506,1547,China,China,1973,14764,69.67,4,Turbojet,886,25.83,22.48
BD189,Bombardier,486.27,247,137,Canada,Canada,1970,5210,54.55,4,Turbofan,809,57.86,10.84
TU337,Tupolev,250.07,441,415,Russia,Russia,2013,10217,45.32,4,Turboprop,936,38.52,10.09
C323,Comac,339.84,97,1954,China,China,1983,6190,78.31,2,Turboprop,835,27.1,14.96
C942,Comac,248.19,722,1597,China,China,1980,7671,32.12,2,Turbojet,850,55.06,9.87
C289,Comac,437.35,256,30,China,China,1993,7682,59.03,4,Turbojet,806,73.92,9.07
BD892,Bombardier,69.14,341,1675,Canada,Canada,1954,8788,50.07,2,Turbofan,881,35.53,20.2
C231,Comac,333.94,242,334,China,China,2008,3380,58.13,2,Turboprop,974,50.65,16.88
BD535,Bombardier,129.69,444,748,Canada,Canada,1979,12338,38.61,2,Turbofan,921,49.04,22.24
BD298,Bombardier,250.61,280,614,Canada,Canada,1961,6173,35.01,2,Turboprop,928,36.65,7.44
BD117,Bombardier,425.59,474,1237,Canada,Canada,2011,14233,40.24,2,Turbofan,829,69.8,6.55
B918,Boeing,356.35,175,1561,USA,USA,1984,9769,25.0,4,Turbojet,931,39.28,9.25
BD226,Bombardier,404.05,773,1656,Canada,Canada,1981,3078,75.0,4,Turbofan,963,57.98,17.95
